SID,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
AB-05AA008,10.0,13.0,13.0,12.0,10.0,11.0,12.0,17.0,14.0,13.0,14.0,12.0,11.0,10.0,8.0,10.0,18.0,15.0,9.0,10.0,14.0,10.0,7.0,9.0,14.0,14.0,17.0,12.0,13.0,9.0,13.0,12.0,9.0,14.0,11.0,11.0,12.0,15.0,14.0,9.0,15.0,,
AB-05AA023,13.0,14.0,16.0,10.0,15.0,13.0,16.0,16.0,20.0,16.0,16.0,13.0,10.0,16.0,13.0,18.0,14.0,15.0,11.0,10.0,19.0,13.0,13.0,11.0,15.0,25.0,18.0,17.0,15.0,10.0,,,,,,,,,,,,,
AB-05AD003,6.0,8.0,10.0,9.0,9.0,10.0,10.0,8.0,7.0,9.0,15.0,9.0,7.0,8.0,8.0,7.0,12.0,9.0,8.0,6.0,12.0,7.0,5.0,7.0,8.0,12.0,10.0,10.0,7.0,5.0,9.0,11.0,8.0,11.0,6.0,9.0,11.0,,,7.0,5.0,,
AB-05AD005,11.0,12.0,16.0,13.0,16.0,22.0,17.0,21.0,18.0,17.0,19.0,17.0,13.0,20.0,14.0,16.0,23.0,19.0,15.0,14.0,14.0,12.0,13.0,16.0,15.0,16.0,18.0,14.0,17.0,17.0,17.0,18.0,15.0,15.0,14.0,12.0,13.0,,,,,,
AB-05BA002,,,,,,,19.0,14.0,19.0,25.0,17.0,20.0,13.0,18.0,18.0,17.0,20.0,13.0,20.0,17.0,18.0,17.0,19.0,11.0,24.0,19.0,17.0,17.0,14.0,22.0,22.0,16.0,18.0,20.0,19.0,20.0,,,,,,,
AB-05BB001,14.0,14.0,12.0,13.0,11.0,14.0,18.0,15.0,15.0,19.0,12.0,12.0,12.0,14.0,18.0,11.0,12.0,12.0,14.0,15.0,15.0,13.0,17.0,10.0,16.0,12.0,15.0,12.0,11.0,17.0,18.0,15.0,14.0,13.0,11.0,15.0,15.0,16.0,,13.0,15.0,,
AB-05BL022,14.0,11.0,13.0,12.0,11.0,12.0,16.0,11.0,16.0,13.0,13.0,12.0,7.0,17.0,15.0,13.0,12.0,17.0,11.0,10.0,14.0,13.0,12.0,8.0,11.0,20.0,16.0,14.0,6.0,12.0,13.0,14.0,10.0,12.0,10.0,10.0,15.0,,,13.0,13.0,,
AB-05CA009,17.0,17.0,15.0,15.0,16.0,17.0,21.0,14.0,24.0,23.0,18.0,14.0,14.0,11.0,17.0,15.0,17.0,16.0,13.0,16.0,19.0,20.0,18.0,12.0,21.0,16.0,18.0,16.0,12.0,19.0,17.0,15.0,19.0,16.0,12.0,19.0,19.0,,,15.0,14.0,,
AB-05DA007,16.0,16.0,13.0,16.0,15.0,14.0,16.0,17.0,15.0,22.0,16.0,16.0,15.0,18.0,18.0,14.0,17.0,11.0,16.0,16.0,15.0,15.0,17.0,13.0,17.0,17.0,17.0,14.0,17.0,16.0,15.0,15.0,17.0,17.0,16.0,17.0,16.0,,,15.0,14.0,,
AB-05DA009,18.0,22.0,15.0,23.0,18.0,17.0,16.0,21.0,19.0,22.0,18.0,18.0,16.0,22.0,18.0,18.0,18.0,16.0,20.0,17.0,17.0,16.0,17.0,16.0,21.0,17.0,19.0,17.0,18.0,20.0,16.0,18.0,20.0,15.0,14.0,20.0,21.0,18.0,,15.0,19.0,,
