,slp,intp,pvalue,pvalue_d,n,chg,chg_r,init,last
01-01,0.028245576923076932,-52.50090826923079,0.0644006276258211,1.0,41.0,1.186,0.191,3.397,4.583
01-02,0.023099335511982573,-42.18527168845316,0.17252452680371988,0.0,41.0,0.97,0.146,3.528,4.498
01-03,0.007670991847826081,-11.740212703804335,0.4582651225735286,0.0,41.0,0.322,0.049,3.441,3.763
01-04,-0.00851846264367815,21.55640682471262,0.6112977475460741,-0.0,41.0,-0.357,-0.056,4.698,4.341
01-05,0.006563697478991595,-9.102231260504198,0.2900910056171715,0.0,41.0,0.276,0.044,3.887,4.163
01-06,0.007187367647058828,-10.490447926470598,0.4326642274956769,0.0,41.0,0.302,0.045,3.733,4.035
01-07,0.015007575757575744,-25.89664393939391,0.09205223270085705,1.0,41.0,0.631,0.095,3.803,4.434
01-08,0.03375037037037037,-63.30689037037037,0.015779647360303573,2.0,41.0,1.418,0.209,3.485,4.903
01-09,0.03193059210526315,-59.10315361842104,0.08038883861424861,1.0,41.0,1.342,0.191,4.087,5.429
01-10,-0.019751041666666656,44.831032291666645,0.4188616651253252,-0.0,41.0,-0.83,-0.109,5.744,4.914
01-11,-0.010966249999999997,26.732533749999995,0.6112482045967675,-0.0,41.0,-0.46,-0.068,5.03,4.57
01-12,-0.013088749999999996,31.796111249999996,0.23104794701044495,-0.0,41.0,-0.549,-0.081,5.893,5.344
01-13,0.02290755360623782,-40.58499965886941,0.06999988597689799,1.0,41.0,0.962,0.135,4.749,5.711
01-14,-0.004586116071428551,13.752246026785674,0.8288080225878582,-0.0,41.0,-0.192,-0.026,4.676,4.484
01-15,-0.01933833333333332,42.5344283333333,0.4171029099993948,-0.0,41.0,-0.812,-0.116,4.264,3.452
01-16,-0.018514198369565207,42.01898254076085,0.20041875323243818,-0.0,41.0,-0.777,-0.099,5.379,4.602
01-17,0.004980245098039198,-5.172809950980356,0.49996813491840064,0.0,41.0,0.209,0.028,4.683,4.892
01-18,0.06669795454545455,-128.23521113636363,1.9570634558263578e-05,3.0,41.0,2.801,0.397,3.76,6.561
01-19,0.09153107843137254,-178.2162257843137,4.342342079466377e-06,3.0,41.0,3.844,0.575,2.924,6.768
01-20,0.06278373376623377,-120.6370837987013,0.0008220743051408075,3.0,41.0,2.637,0.447,3.612,6.249
01-21,0.04465111111111106,-84.95597111111101,0.0029693068648761756,3.0,41.0,1.875,0.355,3.409,5.284
01-22,0.030075686274509794,-56.24419686274508,0.035287090254468856,2.0,41.0,1.263,0.266,3.276,4.539
01-23,0.018188765182186234,-32.538841599190285,0.39859475661700117,0.0,41.0,0.764,0.126,3.457,4.221
01-24,0.011920409429280403,-19.980098449131525,0.5001901728876097,0.0,41.0,0.501,0.076,3.61,4.111
01-25,0.03670676470588235,-69.41482264705881,0.010535357973929349,2.0,41.0,1.542,0.262,3.228,4.77
01-26,0.01640924369747902,-28.84007815126056,0.12751205330131987,0.0,41.0,0.689,0.132,3.634,4.323
01-27,0.0039600347222222216,-4.010709409722221,0.7163628348081859,0.0,41.0,0.167,0.036,3.826,3.993
01-28,0.01220437499999999,-20.519445624999978,0.5603026756447311,0.0,41.0,0.513,0.099,3.633,4.146
01-29,0.03906630434782602,-74.49944239130421,0.005958308862724415,3.0,41.0,1.641,0.276,2.813,4.454
01-30,0.0393504761904762,-74.89770190476192,0.075958085054733,1.0,41.0,1.653,0.251,2.977,4.63
01-31,0.025898067226890753,-48.119536386554614,0.13713968081593575,0.0,41.0,1.087,0.159,3.133,4.22
02-01,0.01522485576923078,-26.72718668269233,0.3834175596727938,0.0,41.0,0.639,0.098,3.403,4.042
02-02,0.018263981481481468,-32.88729898148145,0.11712693326730461,0.0,41.0,0.767,0.129,3.257,4.024
02-03,0.008269443319838064,-13.247817196356289,0.2166015995319288,0.0,41.0,0.348,0.069,3.117,3.465
02-04,0.023444607843137268,-43.07357107843139,0.06194761404230387,1.0,41.0,0.985,0.201,3.323,4.308
02-05,0.020095378151260505,-36.350160924369746,0.047973807392829526,2.0,41.0,0.844,0.17,3.419,4.263
02-06,0.03653544973544974,-68.78936402116403,0.015839121044588955,2.0,41.0,1.535,0.284,3.514,5.049
02-07,0.029728605769230757,-55.29568293269229,0.04647491093467915,2.0,41.0,1.249,0.182,3.537,4.786
02-08,0.0220174,-40.5035826,0.16373787981844878,0.0,41.0,0.925,0.177,3.069,3.994
02-09,0.014150000000000044,-24.72005000000009,0.06050121129068575,1.0,41.0,0.594,0.101,3.283,3.877
02-10,0.015544900568181818,-27.848056235795454,0.17856473608233703,0.0,41.0,0.653,0.109,2.915,3.568
02-11,0.020729371657754025,-38.2684139438503,0.1290139448267804,0.0,41.0,0.871,0.174,2.755,3.626
02-12,0.0021898809523809345,-0.6985720238094881,0.9449278762949163,0.0,41.0,0.092,0.018,3.635,3.727
02-13,-0.016736528340080978,36.908920151821874,0.32580712299529946,-0.0,41.0,-0.703,-0.12,3.787,3.084
02-14,-0.015500681818181814,34.466762954545445,0.2920665463877532,-0.0,41.0,-0.651,-0.103,3.791,3.14
02-15,-0.013635454545454543,31.70037363636363,0.40628770646730095,-0.0,41.0,-0.573,-0.094,4.716,4.143
02-16,-0.022531153846153854,49.56777653846155,0.24763492971649148,-0.0,41.0,-0.947,-0.146,4.979,4.032
02-17,-0.02950588669950739,63.70836751231528,0.14289871138068388,-0.0,41.0,-1.239,-0.191,5.316,4.077
02-18,-0.05981622828784119,124.18554034739454,0.0852073812591454,-1.0,41.0,-2.512,-0.355,5.809,3.297
02-19,-0.058864,122.310336,0.030392056517193566,-2.0,41.0,-2.472,-0.33,5.818,3.346
02-20,-0.051588541666666696,107.34219479166671,0.03752487654326364,-2.0,41.0,-2.166,-0.296,5.248,3.082
02-21,-0.05777916666666664,120.4530541666666,8.082796360442401e-06,-3.0,41.0,-2.427,-0.349,6.108,3.681
02-22,-0.08351447916666666,171.92624385416664,4.317819879418039e-08,-3.0,41.0,-3.508,-0.524,6.651,3.143
02-23,-0.07541462068965518,155.11202675862071,0.00011898008208466315,-3.0,41.0,-3.167,-0.428,5.866,2.699
